site,site.code,year,date,doy,week,observer,obs.start,obs.end,tot.obs.length,weather,habitat,habitat.code,no.bees,genus,species,caste,behaviour,plant.species,resource.coll,pollen.load,pollen.collected,notes,nest.search.fl.abun,nest.search.substrate,fl.switch.1,fl.switch.1.resource.coll,fl.switch.2,fl.switch.2.resource.coll,fl.switch.3,fl.switch.3.resource.coll,fl.switch.4,fl.switch.4.resource.coll
Frogs.Pond,FP,2016,13-Jul-16,195,11,JEO,16:25:00,17:25:00,60,clear.warm,wet,w,1,Bombus,appositus,q,frg,Vicia.americana,nectar,no,NA,,,,,,,,,,,
Frogs.Pond,FP,2016,18-Jul-16,200,12,JEO,9:31:00,10:31:00,60,mostlyclear.warm,dry,d,1,Bombus,rufocinctus,q,frg,Helianthella.quinquenervis,nectar,no,NA,,,,,,,,,,,
Frogs.Pond,FP,2016,18-Jul-16,200,12,JEO,9:31:00,10:31:00,60,mostlyclear.warm,dry,d,1,Bombus,rufocinctus,q,frg,Helianthella.quinquenervis,nectar,no,NA,,,,,,,,,,,
Frogs.Pond,FP,2016,18-Jul-16,200,12,JEO,9:31:00,10:31:00,60,mostlyclear.warm,wet,w,1,Bombus,flavifrons,q,frg,Delphinium.barbeyi,nectar,no,NA,,,,,,,,,,,
Frogs.Pond,FP,2016,18-Jul-16,200,12,JEO,9:31:00,10:31:00,60,mostlyclear.warm,wet,w,1,Bombus,flavifrons,q,frg,Delphinium.barbeyi,nectar.and.pollen,yes,NA,,,,,,,,,,,
Frogs.Pond,FP,2016,18-Jul-16,200,12,JEO,9:31:00,10:31:00,60,mostlyclear.warm,wet,w,1,Bombus,appositus,q,frg,Delphinium.barbeyi,nectar,no,NA,,,,,,,,,,,
Frogs.Pond,FP,2016,18-Jul-16,200,12,JEO,9:31:00,10:31:00,60,mostlyclear.warm,wet,w,1,Bombus,frigidus,q,frg,Helianthella.quinquenervis,nectar,no,NA,,,,,,,,,,,
Frogs.Pond,FP,2016,27-Jul-16,209,13,JEO,13:55:00,14:55:00,60,clear.warm.breezy,dry,d,1,Bombus,occidentalis,q,frg,Vicia.americana,nectar,no,NA,,,,,,,,,,,
Frogs.Pond,FP,2016,27-Jul-16,209,13,JEO,13:55:00,14:55:00,60,clear.warm.breezy,wet,w,1,Bombus,flavifrons,q,frg,Delphinium.barbeyi,nectar,no,NA,,,,,,,,,,,
Frogs.Pond,FP,2016,27-Jul-16,209,13,JEO,13:55:00,14:55:00,60,clear.warm.breezy,wet,w,1,Bombus,occidentalis,q,frg,Vicia.americana,nectar,no,NA,,,,,,,,,,,
Frogs.Pond,FP,2016,1-Aug-16,214,14,JEO,,,60,clear.warm,dry,d,1,Bombus,occidentalis,q,frg,Vicia.americana,nectar,no,NA,estimate,,,,,,,,,,
Frogs.Pond,FP,2016,1-Aug-16,214,14,JEO,,,60,clear.warm,wet,w,1,Bombus,rufocinctus,q,frg,Ligularia.bigelovii,nectar,no,NA,estimate,,,,,,,,,,
Frogs.Pond,FP,2016,1-Aug-16,214,14,JEO,,,60,clear.warm,wet,w,1,Bombus,flavifrons,q,frg,Delphinium.barbeyi,nectar,no,NA,estimate,,,,,,,,,,
Frogs.Pond,FP,2016,1-Aug-16,214,14,JEO,,,60,clear.warm,wet,w,1,Bombus,occidentalis,q,frg,Vicia.americana,nectar,no,NA,estimate,,,,,,,,,,
Frogs.Pond,FP,2016,1-Aug-16,214,14,JEO,,,60,clear.warm,wet,w,1,Bombus,bifarius,q,frg,Ligularia.bigelovii,nectar,no,NA,estimate,,,,,,,,,,
Gothic.Spires,GS,2016,14-May-16,135,3,JEO,14:00:00,15:00:00,60,clear.warm,aspen,a,1,Bombus,bifarius,q,frg,Erythronium.grandiflorum,nectar,no,NA,,,,,,,,,,,
Gothic.Spires,GS,2016,23-May-16,144,4,JEO,15:30:00,16:30:00,60,mostlycloudy.mild,aspen,a,1,Bombus,bifarius,q,frg,Erythronium.grandiflorum,nectar,no,NA,,,,,,,,,,,
Gothic.Spires,GS,2016,23-May-16,144,4,JEO,15:30:00,16:30:00,60,mostlycloudy.mild,aspen,a,1,Bombus,bifarius,q,frg,Erythronium.grandiflorum,nectar,no,NA,,,,,,,,,,,
Gothic.Spires,GS,2016,23-May-16,144,4,JEO,15:30:00,16:30:00,60,mostlycloudy.mild,aspen,a,1,Bombus,bifarius,q,frg,Erythronium.grandiflorum,nectar,no,NA,,,,,,,,,,,
Gothic.Spires,GS,2016,23-May-16,144,4,JEO,15:30:00,16:30:00,60,mostlycloudy.mild,aspen,a,1,Bombus,bifarius,q,frg,Salix.sp,nectar,no,NA,female flowers,,,,,,,,,,
Gothic.Spires,GS,2016,23-May-16,144,4,JEO,15:30:00,16:30:00,60,mostlycloudy.mild,dry,d,1,Bombus,bifarius,q,frg,Claytonia.lanceolata,nectar,no,NA,,,,,,,,,,,
Gothic.Spires,GS,2016,23-May-16,144,4,JEO,15:30:00,16:30:00,60,mostlycloudy.mild,wet,w,1,Bombus,bifarius,q,frg,Erythronium.grandiflorum,nectar,no,NA,,,,,,,,,,,
Gothic.Spires,GS,2016,23-May-16,144,4,JEO,15:30:00,16:30:00,60,mostlycloudy.mild,wet,w,1,Bombus,bifarius,q,frg,Claytonia.lanceolata,nectar,no,NA,,,,,,,,,,,
Gothic.Spires,GS,2016,3-Jun-16,155,5,JEO,12:50:00,13:50:00,60,mostlyclear.warm,aspen,a,1,Bombus,bifarius,q,frg,Erythronium.grandiflorum,nectar.and.pollen,yes,NA,,,,,,,,,,,
Gothic.Spires,GS,2016,3-Jun-16,155,5,JEO,12:50:00,13:50:00,60,mostlyclear.warm,aspen,a,1,Bombus,bifarius,q,frg,Erythronium.grandiflorum,nectar,no,NA,,,,,,,,,,,
Gothic.Spires,GS,2016,3-Jun-16,155,5,JEO,12:50:00,13:50:00,60,mostlyclear.warm,wet,w,1,Bombus,bifarius,q,frg,Mertensia.fusiformis,nectar,no,NA,,,,,,,,,,,
Gothic.Spires,GS,2016,3-Jun-16,155,5,JEO,12:50:00,13:50:00,60,mostlyclear.warm,wet,w,1,Bombus,bifarius,q,frg,Claytonia.lanceolata,nectar,no,NA,,,,Erythronium.grandiflorum,,,,,,,
Gothic.Spires,GS,2016,10-Jun-16,162,6,JEO,12:00:00,13:00:00,60,clear.warm,aspen,a,1,Bombus,bifarius,q,frg,Taraxacum.officinale,nectar,no,NA,,,,,,,,,,,
Gothic.Spires,GS,2016,10-Jun-16,162,6,JEO,12:00:00,13:00:00,60,clear.warm,dry,d,1,Bombus,californicus,q,frg,Delphinium.nuttallianum,nectar,no,NA,,,,,,,,,,,
Gothic.Spires,GS,2016,10-Jun-16,162,6,JEO,12:00:00,13:00:00,60,clear.warm,dry,d,1,Bombus,bifarius,q,frg,Taraxacum.officinale,nectar,no,NA,,,,,,,,,,,
Gothic.Spires,GS,2016,10-Jun-16,162,6,JEO,12:00:00,13:00:00,60,clear.warm,dry,d,1,Bombus,bifarius,q,frg,Taraxacum.officinale,nectar,no,NA,,,,,,,,,,,
Gothic.Spires,GS,2016,10-Jun-16,162,6,JEO,12:00:00,13:00:00,60,clear.warm,dry,d,1,Bombus,bifarius,q,frg,Taraxacum.officinale,nectar,no,NA,,,,,,,,,,,
Gothic.Spires,GS,2016,10-Jun-16,162,6,JEO,12:00:00,13:00:00,60,clear.warm,dry,d,1,Bombus,bifarius,q,frg,Taraxacum.officinale,nectar,no,NA,,,,,,,,,,,
Gothic.Spires,GS,2016,10-Jun-16,162,6,JEO,12:00:00,13:00:00,60,clear.warm,dry,d,1,Bombus,bifarius,q,frg,Taraxacum.officinale,nectar,no,NA,,,,,,,,,,,
Gothic.Spires,GS,2016,10-Jun-16,162,6,JEO,12:00:00,13:00:00,60,clear.warm,dry,d,1,Bombus,bifarius,q,frg,Taraxacum.officinale,nectar,no,NA,,,,,,,,,,,
Gothic.Spires,GS,2016,10-Jun-16,162,6,JEO,12:00:00,13:00:00,60,clear.warm,dry,d,1,Bombus,bifarius,q,frg,Taraxacum.officinale,nectar,no,NA,,,,,,,,,,,
Gothic.Spires,GS,2016,10-Jun-16,162,6,JEO,12:00:00,13:00:00,60,clear.warm,dry,d,1,Bombus,flavifrons,q,frg,Hydrophyllum.capitatum,pollen,yes,NA,,,,Delphinium.nuttallianum,nectar,,,,,,
Gothic.Spires,GS,2016,10-Jun-16,162,6,JEO,12:00:00,13:00:00,60,clear.warm,dry,d,1,Bombus,bifarius,q,frg,Hydrophyllum.capitatum,nectar,no,NA,,,,,,,,,,,
Gothic.Spires,GS,2016,10-Jun-16,162,6,JEO,12:00:00,13:00:00,60,clear.warm,wet,w,1,Bombus,nevadensis,q,frg,Mertensia.fusiformis,pollen,yes,NA,,,,,,,,,,,
Gothic.Spires,GS,2016,10-Jun-16,162,6,JEO,12:00:00,13:00:00,60,clear.warm,wet,w,1,Bombus,bifarius,q,frg,Hydrophyllum.capitatum,nectar,no,NA,,,,,,,,,,,
Gothic.Spires,GS,2016,10-Jun-16,162,6,JEO,12:00:00,13:00:00,60,clear.warm,wet,w,1,Bombus,bifarius,q,frg,Taraxacum.officinale,nectar,yes,NA,,,,,,,,,,,
Gothic.Spires,GS,2016,10-Jun-16,162,6,JEO,12:00:00,13:00:00,60,clear.warm,wet,w,1,Bombus,bifarius,q,frg,Taraxacum.officinale,nectar,no,NA,,,,,,,,,,,
Gothic.Spires,GS,2016,10-Jun-16,162,6,JEO,12:00:00,13:00:00,60,clear.warm,wet,w,1,Bombus,bifarius,q,frg,Taraxacum.officinale,nectar,no,NA,,,,,,,,,,,
Gothic.Spires,GS,2016,10-Jun-16,162,6,JEO,12:00:00,13:00:00,60,clear.warm,wet,w,1,Bombus,bifarius,q,frg,Taraxacum.officinale,nectar,no,NA,,,,,,,,,,,
Gothic.Spires,GS,2016,10-Jun-16,162,6,JEO,12:00:00,13:00:00,60,clear.warm,wet,w,1,Bombus,bifarius,q,frg,Hydrophyllum.capitatum,pollen,yes,NA,,,,,,,,,,,
Gothic.Spires,GS,2016,10-Jun-16,162,6,JEO,12:00:00,13:00:00,60,clear.warm,wet,w,1,Bombus,flavifrons,q,frg,Hydrophyllum.capitatum,nectar,no,NA,,,,,,,,,,,
Gothic.Spires,GS,2016,16-Jun-16,168,7,JEO,15:37:00,16:37:00,60,clear.warm,aspen,a,1,Bombus,bifarius,q,frg,Taraxacum.officinale,nectar,no,NA,,,,,,,,,,,
Gothic.Spires,GS,2016,16-Jun-16,168,7,JEO,15:37:00,16:37:00,60,clear.warm,aspen,a,1,Bombus,bifarius,q,frg,Taraxacum.officinale,nectar,no,NA,,,,,,,,,,,
Gothic.Spires,GS,2016,16-Jun-16,168,7,JEO,15:37:00,16:37:00,60,clear.warm,aspen,a,1,Bombus,bifarius,q,frg,Taraxacum.officinale,nectar,no,NA,,,,,,,,,,,
Gothic.Spires,GS,2016,16-Jun-16,168,7,JEO,15:37:00,16:37:00,60,clear.warm,aspen,a,1,Bombus,bifarius,q,frg,Taraxacum.officinale,nectar,no,NA,,,,,,,,,,,
Gothic.Spires,GS,2016,16-Jun-16,168,7,JEO,15:37:00,16:37:00,60,clear.warm,aspen,a,1,Bombus,bifarius,q,frg,Taraxacum.officinale,nectar,no,NA,,,,,,,,,,,
Gothic.Spires,GS,2016,16-Jun-16,168,7,JEO,15:37:00,16:37:00,60,clear.warm,aspen,a,1,Bombus,flavifrons,q,frg,Taraxacum.officinale,nectar,no,NA,,,,,,,,,,,
Gothic.Spires,GS,2016,16-Jun-16,168,7,JEO,15:37:00,16:37:00,60,clear.warm,aspen,a,1,Bombus,flavifrons,q,frg,Taraxacum.officinale,nectar,no,NA,,,,,,,,,,,
Gothic.Spires,GS,2016,16-Jun-16,168,7,JEO,15:37:00,16:37:00,60,clear.warm,aspen,a,1,Bombus,rufocinctus,q,frg,Taraxacum.officinale,nectar,no,NA,,,,,,,,,,,
Gothic.Spires,GS,2016,16-Jun-16,168,7,JEO,15:37:00,16:37:00,60,clear.warm,dry,d,1,Bombus,rufocinctus,q,frg,Taraxacum.officinale,nectar,no,NA,,,,,,,,,,,
Gothic.Spires,GS,2016,16-Jun-16,168,7,JEO,15:37:00,16:37:00,60,clear.warm,dry,d,1,Bombus,rufocinctus,q,frg,Taraxacum.officinale,nectar,no,NA,,,,,,,,,,,
Gothic.Spires,GS,2016,16-Jun-16,168,7,JEO,15:37:00,16:37:00,60,clear.warm,dry,d,1,Bombus,bifarius,q,frg,Taraxacum.officinale,nectar,no,NA,,,,,,,,,,,
Gothic.Spires,GS,2016,16-Jun-16,168,7,JEO,15:37:00,16:37:00,60,clear.warm,dry,d,1,Bombus,bifarius,q,frg,Taraxacum.officinale,nectar,no,NA,,,,,,,,,,,
Gothic.Spires,GS,2016,16-Jun-16,168,7,JEO,15:37:00,16:37:00,60,clear.warm,dry,d,1,Bombus,bifarius,q,frg,Taraxacum.officinale,nectar,no,NA,,,,,,,,,,,
Gothic.Spires,GS,2016,16-Jun-16,168,7,JEO,15:37:00,16:37:00,60,clear.warm,dry,d,1,Bombus,bifarius,q,frg,Taraxacum.officinale,nectar,no,NA,,,,,,,,,,,
Gothic.Spires,GS,2016,16-Jun-16,168,7,JEO,15:37:00,16:37:00,60,clear.warm,dry,d,1,Bombus,appositus,q,frg,Delphinium.nuttallianum,nectar,no,NA,,,,,,,,,,,
Gothic.Spires,GS,2016,16-Jun-16,168,7,JEO,15:37:00,16:37:00,60,clear.warm,dry,d,1,Bombus,appositus,q,frg,Delphinium.nuttallianum,nectar,no,NA,,,,,,,,,,,
Gothic.Spires,GS,2016,16-Jun-16,168,7,JEO,15:37:00,16:37:00,60,clear.warm,dry,d,1,Bombus,appositus,q,frg,Delphinium.nuttallianum,nectar,no,NA,,,,,,,,,,,
Gothic.Spires,GS,2016,16-Jun-16,168,7,JEO,15:37:00,16:37:00,60,clear.warm,dry,d,1,Bombus,bifarius,q,frg,Taraxacum.officinale,nectar,yes,NA,,,,,,,,,,,
Gothic.Spires,GS,2016,16-Jun-16,168,7,JEO,15:37:00,16:37:00,60,clear.warm,dry,d,1,Bombus,appositus,q,frg,Delphinium.nuttallianum,nectar.and.pollen,yes,NA,,,,,,,,,,,
Gothic.Spires,GS,2016,16-Jun-16,168,7,JEO,15:37:00,16:37:00,60,clear.warm,wet,w,1,Bombus,sylvicola,q,frg,Taraxacum.officinale,nectar,no,NA,,,,Senecio.serra,,,,,,,
Gothic.Spires,GS,2016,16-Jun-16,168,7,JEO,15:37:00,16:37:00,60,clear.warm,wet,w,1,Bombus,bifarius,q,frg,Taraxacum.officinale,nectar,no,NA,,,,,,,,,,,
Gothic.Spires,GS,2016,16-Jun-16,168,7,JEO,15:37:00,16:37:00,60,clear.warm,wet,w,1,Bombus,bifarius,q,frg,Taraxacum.officinale,nectar,no,NA,,,,,,,,,,,
Gothic.Spires,GS,2016,16-Jun-16,168,7,JEO,15:37:00,16:37:00,60,clear.warm,wet,w,1,Bombus,bifarius,q,frg,Taraxacum.officinale,nectar,no,NA,,,,,,,,,,,
Gothic.Spires,GS,2016,16-Jun-16,168,7,JEO,15:37:00,16:37:00,60,clear.warm,wet,w,1,Bombus,bifarius,q,frg,Taraxacum.officinale,nectar,no,NA,,,,,,,,,,,
Gothic.Spires,GS,2016,16-Jun-16,168,7,JEO,15:37:00,16:37:00,60,clear.warm,wet,w,1,Bombus,bifarius,q,frg,Taraxacum.officinale,nectar,no,NA,,,,,,,,,,,
Gothic.Spires,GS,2016,16-Jun-16,168,7,JEO,15:37:00,16:37:00,60,clear.warm,wet,w,1,Bombus,flavifrons,q,frg,Hydrophyllum.fendleri,nectar,no,NA,,,,,,,,,,,
Gothic.Spires,GS,2016,16-Jun-16,168,7,JEO,15:37:00,16:37:00,60,clear.warm,wet,w,1,Bombus,flavifrons,q,frg,Hydrophyllum.fendleri,nectar,no,NA,,,,,,,,,,,
Gothic.Spires,GS,2016,16-Jun-16,168,7,JEO,15:37:00,16:37:00,60,clear.warm,wet,w,1,Bombus,flavifrons,q,frg,Hydrophyllum.capitatum,nectar,no,NA,,,,,,,,,,,
Gothic.Spires,GS,2016,16-Jun-16,168,7,JEO,15:37:00,16:37:00,60,clear.warm,wet,w,1,Bombus,mixtus,q,frg,Mertensia.ciliata,pollen,yes,NA,,,,,,,,,,,
Gothic.Spires,GS,2016,24-Jun-16,176,8,JEO,16:14:00,17:14:00,60,partlycloudy.warm.breezy,aspen,a,1,Bombus,flavifrons,q,frg,Hydrophyllum.fendleri,nectar,no,NA,,,,,,,,,,,
Gothic.Spires,GS,2016,24-Jun-16,176,8,JEO,16:14:00,17:14:00,60,partlycloudy.warm.breezy,aspen,a,1,Bombus,flavifrons,q,frg,Hydrophyllum.fendleri,nectar,no,NA,,,,,,,,,,,
Gothic.Spires,GS,2016,24-Jun-16,176,8,JEO,16:14:00,17:14:00,60,partlycloudy.warm.breezy,aspen,a,1,Bombus,flavifrons,q,frg,Hydrophyllum.fendleri,nectar,no,NA,,,,,,,,,,,
Gothic.Spires,GS,2016,24-Jun-16,176,8,JEO,16:14:00,17:14:00,60,partlycloudy.warm.breezy,aspen,a,1,Bombus,bifarius,q,frg,Hydrophyllum.fendleri,nectar,no,NA,,,,,,,,,,,
Gothic.Spires,GS,2016,24-Jun-16,176,8,JEO,16:14:00,17:14:00,60,partlycloudy.warm.breezy,wet,w,1,Bombus,flavifrons,q,frg,Hydrophyllum.fendleri,nectar,no,NA,,,,,,,,,,,
Gothic.Spires,GS,2016,24-Jun-16,176,8,JEO,16:14:00,17:14:00,60,partlycloudy.warm.breezy,wet,w,1,Bombus,bifarius,q,frg,Dodecatheon.pulchellum,pollen,yes,NA,,,,,,,,,,,
Gothic.Spires,GS,2016,24-Jun-16,176,8,JEO,16:14:00,17:14:00,60,partlycloudy.warm.breezy,wet,w,1,Bombus,bifarius,q,frg,Dodecatheon.pulchellum,pollen,yes,NA,,,,,,,,,,,
Gothic.Spires,GS,2016,24-Jun-16,176,8,JEO,16:14:00,17:14:00,60,partlycloudy.warm.breezy,wet,w,1,Bombus,flavifrons,q,frg,Dodecatheon.pulchellum,pollen,yes,NA,,,,,,,,,,,
Gothic.Spires,GS,2016,24-Jun-16,176,8,JEO,16:14:00,17:14:00,60,partlycloudy.warm.breezy,wet,w,1,Bombus,bifarius,q,frg,Mertensia.ciliata,nectar,no,NA,,,,,,,,,,,
Gothic.Spires,GS,2016,24-Jun-16,176,8,JEO,16:14:00,17:14:00,60,partlycloudy.warm.breezy,wet,w,1,Bombus,flavifrons,q,frg,Mertensia.ciliata,pollen,yes,NA,,,,,,,,,,,
Gothic.Spires,GS,2016,29-Jun-16,181,9,JEO,11:25:00,12:25:00,60,partlycloudy.warm,aspen,a,1,Bombus,bifarius,q,frg,Vicia.americana,pollen,yes,NA,,,,,,,,,,,
Gothic.Spires,GS,2016,29-Jun-16,181,9,JEO,11:25:00,12:25:00,60,partlycloudy.warm,aspen,a,1,Bombus,sylvicola,q,frg,Hydrophyllum.fendleri,nectar,no,NA,,,,,,,,,,,
Gothic.Spires,GS,2016,29-Jun-16,181,9,JEO,11:25:00,12:25:00,60,partlycloudy.warm,aspen,a,1,Bombus,flavifrons,q,frg,Hydrophyllum.fendleri,nectar,no,NA,,,,,,,,,,,
Gothic.Spires,GS,2016,29-Jun-16,181,9,JEO,11:25:00,12:25:00,60,partlycloudy.warm,aspen,a,1,Bombus,flavifrons,q,frg,Hydrophyllum.fendleri,nectar.and.pollen,yes,NA,,,,,,,,,,,
Gothic.Spires,GS,2016,29-Jun-16,181,9,JEO,11:25:00,12:25:00,60,partlycloudy.warm,aspen,a,1,Bombus,flavifrons,q,frg,Hydrophyllum.fendleri,nectar.and.pollen,yes,NA,,,,,,,,,,,
Gothic.Spires,GS,2016,29-Jun-16,181,9,JEO,11:25:00,12:25:00,60,partlycloudy.warm,wet,w,1,Bombus,rufocinctus,q,frg,Dodecatheon.pulchellum,pollen,yes,NA,,,,,,,,,,,
Gothic.Spires,GS,2016,29-Jun-16,181,9,JEO,11:25:00,12:25:00,60,partlycloudy.warm,wet,w,1,Bombus,bifarius,q,frg,Lathyrus.leucanthus,nectar,no,NA,,,,,,,,,,,
Gothic.Spires,GS,2016,9-Jul-16,191,10,JEO,16:12:00,17:12:00,60,mostlyclear.warm.breezy,aspen,a,1,Bombus,rufocinctus,q,frg,Helianthella.quinquenervis,nectar,no,NA,,,,,,,,,,,
Gothic.Spires,GS,2016,9-Jul-16,191,10,JEO,16:12:00,17:12:00,60,mostlyclear.warm.breezy,aspen,a,1,Bombus,flavifrons,q,frg,Vicia.americana,nectar,no,NA,,,,,,,,,,,
Gothic.Spires,GS,2016,9-Jul-16,191,10,JEO,16:12:00,17:12:00,60,mostlyclear.warm.breezy,aspen,a,1,Bombus,flavifrons,q,frg,Vicia.americana,nectar.and.pollen,yes,NA,,,,,,,,,,,
Gothic.Spires,GS,2016,9-Jul-16,191,10,JEO,16:12:00,17:12:00,60,mostlyclear.warm.breezy,dry,d,1,Bombus,bifarius,q,frg,Helianthella.quinquenervis,nectar,no,NA,,,,,,,,,,,
Gothic.Spires,GS,2016,9-Jul-16,191,10,JEO,16:12:00,17:12:00,60,mostlyclear.warm.breezy,wet,w,1,Bombus,appositus,q,frg,Vicia.americana,nectar,no,NA,,,,,,,,,,,
Gothic.Spires,GS,2016,9-Jul-16,191,10,JEO,16:12:00,17:12:00,60,mostlyclear.warm.breezy,wet,w,1,Bombus,bifarius,q,frg,Vicia.americana,nectar,no,NA,,,,,,,,,,,
Gothic.Spires,GS,2016,9-Jul-16,191,10,JEO,16:12:00,17:12:00,60,mostlyclear.warm.breezy,wet,w,1,Bombus,flavifrons,q,frg,Aconitum.columbianum,nectar,no,NA,,,,,,,,,,,
Gothic.Spires,GS,2016,16-Jul-16,198,11,JEO,9:45:00,10:45:00,60,clear.warm,aspen,a,1,Bombus,flavifrons,q,frg,Delphinium.barbeyi,nectar,no,NA,,,,,,,,,,,
Gothic.Spires,GS,2016,16-Jul-16,198,11,JEO,9:45:00,10:45:00,60,clear.warm,dry,d,1,Bombus,bifarius,q,frg,Helianthella.quinquenervis,nectar,no,NA,,,,,,,,,,,
Gothic.Spires,GS,2016,16-Jul-16,198,11,JEO,9:45:00,10:45:00,60,clear.warm,wet,w,1,Bombus,bifarius,q,frg,Helianthella.quinquenervis,nectar,no,NA,,,,,,,,,,,
Gothic.Spires,GS,2016,22-Jul-16,204,12,JEO,11:37:00,12:37:00,60,mostlyclear.warm,dry,d,1,Bombus,bifarius,q,frg,Ligularia.bigelovii,nectar,no,NA,,,,,,,,,,,
Gothic.Spires,GS,2016,22-Jul-16,204,12,JEO,11:37:00,12:37:00,60,mostlyclear.warm,wet,w,1,Bombus,bifarius,q,frg,Ligularia.bigelovii,nectar,no,NA,,,,,,,,,,,
Gothic.Spires,GS,2016,13-Aug-16,226,15,JEO,14:20:00,15:20:00,60,mostlycloudy.mild,wet,w,1,Bombus,appositus,q,frg,Gentianopsis.thermalis,nectar,no,NA,,,,,,,,,,,
Rosy.Hills,RH,2016,30-May-16,151,5,JEO,14:00:00,15:00:00,60,partlycloudy.warm,dry,d,1,Bombus,bifarius,q,frg,Mertensia.fusiformis,nectar,no,NA,,,,,,,,,,,
Rosy.Hills,RH,2016,30-May-16,151,5,JEO,14:00:00,15:00:00,60,partlycloudy.warm,wet,w,1,Bombus,californicus,q,frg,Mertensia.fusiformis,nectar,no,NA,,,,,,,,,,,
Rosy.Hills,RH,2016,30-May-16,151,5,JEO,14:00:00,15:00:00,60,partlycloudy.warm,wet,w,1,Bombus,bifarius,q,frg,Mertensia.fusiformis,nectar,no,NA,,,,,,,,,,,
Rosy.Hills,RH,2016,7-Jun-16,159,6,JEO,11:20:00,12:20:00,60,clear.warm,aspen,a,1,Bombus,flavifrons,q,frg,Ribes.montigenum,nectar,no,NA,,,,,,,,,,,
Rosy.Hills,RH,2016,7-Jun-16,159,6,JEO,11:20:00,12:20:00,60,clear.warm,aspen,a,1,Bombus,rufocinctus,q,frg,Osmorhiza.occidentalis,pollen,no,NA,,,,,,,,,,,
Rosy.Hills,RH,2016,7-Jun-16,159,6,JEO,11:20:00,12:20:00,60,clear.warm,dry,d,1,Bombus,californicus,q,frg,Delphinium.nuttallianum,nectar,no,NA,,,,,,,,,,,
Rosy.Hills,RH,2016,7-Jun-16,159,6,JEO,11:20:00,12:20:00,60,clear.warm,dry,d,1,Bombus,bifarius,q,frg,Mertensia.fusiformis,nectar,no,NA,,,,,,,,,,,
Rosy.Hills,RH,2016,7-Jun-16,159,6,JEO,11:20:00,12:20:00,60,clear.warm,wet,w,1,Bombus,bifarius,q,frg,Mertensia.fusiformis,nectar,no,NA,,,,,,,,,,,
Rosy.Hills,RH,2016,7-Jun-16,159,6,JEO,11:20:00,12:20:00,60,clear.warm,wet,w,1,Bombus,rufocinctus,q,frg,Mertensia.fusiformis,nectar,no,NA,,,,,,,,,,,
Rosy.Hills,RH,2016,15-Jun-16,167,7,JEO,11:15:00,12:15:00,60,clear.warm.breezy,aspen,a,1,Bombus,flavifrons,q,frg,Hydrophyllum.fendleri,pollen,yes,NA,,,,,,,,,,,
Rosy.Hills,RH,2016,15-Jun-16,167,7,JEO,11:15:00,12:15:00,60,clear.warm.breezy,aspen,a,1,Bombus,flavifrons,q,frg,Hydrophyllum.fendleri,nectar,no,NA,,,,,,,,,,,
Rosy.Hills,RH,2016,15-Jun-16,167,7,JEO,11:15:00,12:15:00,60,clear.warm.breezy,dry,d,1,Bombus,rufocinctus,q,frg,Lathyrus.leucanthus,nectar,no,NA,,,,,,,,,,,
Rosy.Hills,RH,2016,15-Jun-16,167,7,JEO,11:15:00,12:15:00,60,clear.warm.breezy,dry,d,1,Bombus,californicus,q,frg,Delphinium.nuttallianum,nectar,no,NA,,,,,,,,,,,
Rosy.Hills,RH,2016,15-Jun-16,167,7,JEO,11:15:00,12:15:00,60,clear.warm.breezy,dry,d,1,Bombus,flavifrons,q,frg,Lupinus.bakeri,pollen,yes,NA,,,,,,,,,,,
Rosy.Hills,RH,2016,15-Jun-16,167,7,JEO,11:15:00,12:15:00,60,clear.warm.breezy,wet,w,1,Bombus,californicus,q,frg,Delphinium.nuttallianum,nectar,no,NA,,,,,,,,,,,
Rosy.Hills,RH,2016,21-Jun-16,173,8,JEO,14:30:00,15:30:00,60,clear.warm,aspen,a,1,Bombus,bifarius,q,frg,Hydrophyllum.fendleri,nectar.and.pollen,no,NA,,,,,,,,,,,
Rosy.Hills,RH,2016,21-Jun-16,173,8,JEO,14:30:00,15:30:00,60,clear.warm,aspen,a,1,Bombus,nevadensis,q,frg,Hydrophyllum.fendleri,nectar.and.pollen,yes,NA,,,,,,,,,,,
Rosy.Hills,RH,2016,21-Jun-16,173,8,JEO,14:30:00,15:30:00,60,clear.warm,dry,d,1,Bombus,californicus,q,frg,Delphinium.nuttallianum,nectar.and.pollen,yes,NA,,,,Lathyrus.leucanthus,nectar.and.pollen,,,,,,
Rosy.Hills,RH,2016,21-Jun-16,173,8,JEO,14:30:00,15:30:00,60,clear.warm,dry,d,1,Bombus,bifarius,q,rob.base,Lathyrus.leucanthus,nectar,no,NA,getting in by robbing through the side,,,,,,,,,,
Rosy.Hills,RH,2016,21-Jun-16,173,8,JEO,14:30:00,15:30:00,60,clear.warm,dry,d,1,Bombus,flavifrons,q,frg,Delphinium.nuttallianum,nectar.and.pollen,yes,NA,,,,,,,,,,,
Rosy.Hills,RH,2016,21-Jun-16,173,8,JEO,14:30:00,15:30:00,60,clear.warm,dry,d,1,Bombus,californicus,q,frg,Delphinium.nuttallianum,nectar.and.pollen,yes,NA,,,,,,,,,,,
